Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea
Balwyn North,3,t,1150000,9.2,3,2,1,207,144,2003,Boroondara City Council
Balwyn North,4,h,1572000,9.2,4,2,2,662,330,1965,Boroondara City Council
Balwyn North,5,h,1750000,9.2,5,3,2,705,365,2013,Boroondara City Council
Balwyn North,4,h,1850000,9.2,4,2,2,619,254,1990,Boroondara City Council
Balwyn North,4,h,2130000,9.2,4,3,2,1274,275,1970,Boroondara City Council
Balwyn North,5,h,3690000,9.2,4,4,2,624,154,1967,Boroondara City Council
Balwyn North,4,h,1740000,9.2,4,2,2,610,275,1993,Boroondara City Council
Balwyn North,4,h,2575000,9.2,4,3,2,657,355,2006,Boroondara City Council
Balwyn North,4,h,1388800,9.2,3,2,1,517,247,1970,Boroondara City Council
Balwyn North,4,h,1800000,9.2,4,2,4,587,165,1960,Boroondara City Council
Balwyn North,4,h,2910000,9.2,4,3,2,1070,247,1992,Boroondara City Council
Balwyn North,5,h,2200000,9.2,5,3,2,900,355,1955,Boroondara City Council
Balwyn North,3,h,1700000,9.2,3,2,3,763,168,1960,Boroondara City Council
Balwyn North,3,h,1230000,9.2,3,3,1,310,188,2012,Boroondara City Council
Balwyn North,7,h,2600000,9.2,5,3,3,637,529,2008,Boroondara City Council
Balwyn North,4,h,1950000,9.2,3,3,2,665,232,1970,Boroondara City Council
Balwyn North,5,h,1750000,9.2,5,2,2,710,170,1955,Boroondara City Council
Balwyn North,5,h,2000000,9.2,5,2,2,1002,244,1950,Boroondara City Council
Balwyn North,3,h,1480000,9.2,3,1,4,605,116,1950,Boroondara City Council
Balwyn North,3,h,1818000,9.2,3,1,1,722,90,1930,Boroondara City Council
Balwyn North,4,h,2525000,9.2,4,2,2,1235,196,1960,Boroondara City Council
Balwyn North,4,h,3360000,9.2,4,3,1,904,420,2003,Boroondara City Council
Balwyn North,3,h,1903000,9.2,3,1,2,713,720,1950,Boroondara City Council
Balwyn North,4,h,1720000,9.2,4,3,2,869,170,1950,Boroondara City Council
Balwyn North,4,h,1675000,9.2,4,2,2,667,201,1974,Boroondara City Council
Balwyn North,4,t,1680000,9.2,4,3,1,362,200,2014,Boroondara City Council
Balwyn North,5,h,4000000,9.2,5,5,4,1364,518,2013,Boroondara City Council
Balwyn North,4,h,2205000,9.2,4,2,2,1010,250,1950,Boroondara City Council
Balwyn North,3,h,2100000,9.2,3,2,3,949,175,1940,Boroondara City Council
Balwyn North,2,h,685000,9.2,2,1,1,177,85,1975,Boroondara City Council
Balwyn North,3,h,1335000,9.2,3,2,2,368,177,2009,Boroondara City Council
Balwyn North,4,h,1900000,9.2,4,2,4,587,165,1960,Boroondara City Council
Balwyn North,2,u,1040000,9.2,2,1,1,250,112,1995,Boroondara City Council
Balwyn North,4,h,1250000,9.2,4,2,2,644,153,1950,Boroondara City Council
Balwyn North,5,h,1875000,9.2,5,3,2,842,200,1961,Boroondara City Council
Balwyn North,4,h,1530000,9.2,4,2,2,701,198,1960,Boroondara City Council
Balwyn North,4,h,1700000,9.2,3,2,5,754,175,1960,Boroondara City Council
Balwyn North,3,h,1651000,9.2,3,1,2,657,151,1960,Boroondara City Council
Balwyn North,5,h,1920000,9.2,5,3,2,900,355,1955,Boroondara City Council
Balwyn North,5,h,1560000,9.2,5,2,3,845,199,1980,Boroondara City Council
Balwyn North,3,h,1038000,9.2,3,2,1,207,144,2003,Boroondara City Council
Balwyn North,5,h,1660000,9.2,4,3,2,737,193,1950,Boroondara City Council
Balwyn North,3,h,1770000,9.2,3,2,1,720,147,1955,Boroondara City Council
Balwyn North,2,u,691500,9.2,3,1,1,0,102,1968,Boroondara City Council
Bentleigh,3,u,875000,13,3,1,2,348,121,1950,Glen Eira City Council
Bentleigh,3,h,1425000,13,3,2,2,613,143,1960,Glen Eira City Council
Bentleigh,2,t,851000,13,2,1,1,140,250,1970,Glen Eira City Council
Bentleigh,3,h,1222500,13,3,2,2,299,181,2000,Glen Eira City Council
Bentleigh,3,h,1317500,13,3,1,1,576,127,1945,Glen Eira City Council
Bentleigh,2,u,360000,13,2,1,1,0,69,1965,Glen Eira City Council
Bentleigh,4,t,1435000,13,3,3,2,291,212,2012,Glen Eira City Council
Bentleigh,3,h,1110000,13,3,1,2,692,164,1940,Glen Eira City Council
Bentleigh,4,h,2435000,13,3,2,2,795,250,1928,Glen Eira City Council
Bentleigh,3,h,1500000,13,3,2,1,565,222,1940,Glen Eira City Council
Bentleigh,4,h,1300000,13,4,2,2,697,194,1940,Glen Eira City Council
Bentleigh,3,h,1125000,13,3,1,2,584,116,1948,Glen Eira City Council
Bentleigh,4,h,1328000,13,3,2,2,610,112,1940,Glen Eira City Council
Bentleigh,3,h,1340000,13,3,2,1,526,135,1910,Glen Eira City Council
Bentleigh,4,t,1155000,13,4,3,2,271,205,2010,Glen Eira City Council
Bentleigh,3,h,1275000,13,3,1,4,758,138,1960,Glen Eira City Council
Bentleigh,2,h,855000,13,2,1,1,296,103,1940,Glen Eira City Council
Bentleigh,2,u,650000,13,2,1,1,116,92,1960,Glen Eira City Council
Bentleigh,4,h,1815000,13,4,2,4,902,233,1950,Glen Eira City Council
Bentleigh,4,h,2255000,13,4,3,2,557,353,2008,Glen Eira City Council
Bentleigh,2,u,855000,13,2,2,3,226,475,2005,Glen Eira City Council
Bentleigh,4,h,1860000,13,4,2,3,855,197,1930,Glen Eira City Council
Bentleigh,2,u,725000,13,2,1,1,227,100,1990,Glen Eira City Council
Bentleigh,3,h,1293000,13,3,1,1,632,108,1950,Glen Eira City Council
Bentleigh,3,h,1328000,13,3,2,2,690,245,1970,Glen Eira City Council
Bentleigh,4,t,1247000,13,4,2,3,354,255,2008,Glen Eira City Council
Bentleigh,3,h,1370000,13,3,1,2,624,143,1950,Glen Eira City Council
Bentleigh,3,h,1095000,13,3,2,1,581,170,1965,Glen Eira City Council
Bentleigh,2,u,725000,13,2,1,1,677,88,2012,Glen Eira City Council
Bentleigh,3,t,825000,13,3,2,2,147,149,2007,Glen Eira City Council
Bentleigh,3,t,1235000,13,3,2,2,0,160,2012,Glen Eira City Council
Bentleigh,3,h,1165000,13,3,1,2,694,125,1950,Glen Eira City Council
Bentleigh,4,h,1910000,13,4,2,4,736,284,1950,Glen Eira City Council
Bentleigh,2,u,820000,13,2,1,3,336,109,1960,Glen Eira City Council
Bentleigh,4,h,1430000,13,4,2,2,611,168,1970,Glen Eira City Council
Bentleigh,2,h,910000,13,2,1,2,274,96,1970,Glen Eira City Council
Bentleigh,4,h,2520000,13,4,4,2,579,361,2012,Glen Eira City Council
Bentleigh,5,h,1900000,13,5,2,2,567,250,1926,Glen Eira City Council
Bentleigh,2,t,670000,13,2,2,1,123,90,2007,Glen Eira City Council
Bentleigh,2,t,680000,13,2,1,1,83,107,1998,Glen Eira City Council
Bentleigh,4,t,1320000,13,4,3,3,346,220,2010,Glen Eira City Council
Bentleigh,6,h,1900000,13,6,3,2,708,275,1988,Glen Eira City Council
Bentleigh,3,h,1535000,13,2,2,2,572,150,1930,Glen Eira City Council
Bentleigh,4,h,1281000,13,3,1,5,594,150,1940,Glen Eira City Council
Bentleigh,5,h,1385000,13,5,2,2,664,178,1950,Glen Eira City Council
Bentleigh,4,h,2620000,13,4,4,2,579,361,2012,Glen Eira City Council
Bentleigh East,2,h,825000,13.9,2,2,1,176,125,2008,Glen Eira City Council
Bentleigh East,2,u,746000,13.9,2,1,2,281,95,2002,Glen Eira City Council
Bentleigh East,5,h,1275000,13.9,5,2,2,683,190,1960,Glen Eira City Council
Bentleigh East,3,u,1025000,13.9,3,2,2,384,120,1999,Glen Eira City Council
Bentleigh East,2,u,495000,13.9,2,1,1,76,79,1980,Glen Eira City Council
Bentleigh East,4,h,1220000,13.9,3,2,2,585,178,1950,Glen Eira City Council
Bentleigh East,3,h,885000,13.9,3,1,2,565,110,1950,Glen Eira City Council
Bentleigh East,3,t,830000,13.9,0,2,2,292,141,2012,Glen Eira City Council
Bentleigh East,4,t,1210000,13.9,3,3,2,291,222,2014,Glen Eira City Council
Bentleigh East,4,t,1160000,13.9,3,2,2,321,180,2006,Glen Eira City Council
Bentleigh East,3,h,1215000,13.9,3,2,3,730,110,1970,Glen Eira City Council
Bentleigh East,4,h,1200000,13.9,4,2,2,619,191,1960,Glen Eira City Council
Bentleigh East,3,h,1050000,13.9,3,2,2,627,140,1950,Glen Eira City Council
Bentleigh East,5,h,950000,13.9,5,2,4,618,146,1950,Glen Eira City Council
Bentleigh East,2,u,380000,13.9,3,2,1,0,78,1970,Glen Eira City Council
Bentleigh East,3,h,1338000,13.9,3,2,2,610,177,1970,Glen Eira City Council
Bentleigh East,2,u,651000,13.9,2,1,1,265,150,1960,Glen Eira City Council
Bentleigh East,3,h,1390000,13.9,4,2,2,590,118,1960,Glen Eira City Council
Bentleigh East,3,h,1100000,13.9,3,1,2,578,163,1955,Glen Eira City Council
Bentleigh East,4,h,1206000,13.9,4,1,1,636,138,1940,Glen Eira City Council
Bentleigh East,2,t,486500,13.9,2,1,1,0,75,1960,Glen Eira City Council
Bentleigh East,4,h,1415000,13.9,4,2,2,604,177,1970,Glen Eira City Council
Bentleigh East,4,t,1185000,13.9,4,2,2,305,207,2012,Glen Eira City Council
Bentleigh East,4,t,1060000,13.9,4,3,1,313,166,1960,Glen Eira City Council
Bentleigh East,3,h,845000,13.9,3,2,2,295,145,1998,Glen Eira City Council
Bentleigh East,3,t,860000,13.9,3,2,1,254,117,1995,Glen Eira City Council
Bentleigh East,3,t,921000,13.9,3,2,2,167,140,2009,Glen Eira City Council
Bentleigh East,2,h,742500,13.9,2,1,1,300,135,1960,Glen Eira City Council
Bentleigh East,3,h,920000,13.9,3,2,2,578,120,1950,Glen Eira City Council
Bentleigh East,2,h,702000,13.9,2,1,1,591,102,1960,Glen Eira City Council
Bentleigh East,3,t,805000,13.9,3,2,1,268,117,2000,Glen Eira City Council
Bentleigh East,4,h,1100000,13.9,4,2,1,274,190,2004,Glen Eira City Council
Bentleigh East,3,h,1050000,13.9,3,1,4,726,131,1950,Glen Eira City Council
Bentleigh East,2,h,722000,13.9,2,2,1,201,79,2005,Glen Eira City Council
Bentleigh East,3,h,930000,13.9,3,1,2,588,133,1960,Glen Eira City Council
Bentleigh East,3,h,921000,13.9,3,2,1,291,119,2000,Glen Eira City Council
Bentleigh East,4,h,1035000,13.9,3,1,2,610,160,1950,Glen Eira City Council
Bentleigh East,4,h,1352000,13.9,4,2,2,618,196,1950,Glen Eira City Council
Bentleigh East,4,t,1005000,13.9,4,2,2,296,205,2006,Glen Eira City Council
Bentleigh East,5,h,1600000,13.9,4,2,2,659,315,1930,Glen Eira City Council
Bentleigh East,3,h,1200000,13.9,3,1,1,721,120,1970,Glen Eira City Council
Bentleigh East,3,h,780000,13.9,3,2,2,421,126,1950,Glen Eira City Council
Bentleigh East,4,t,1250000,13.9,4,2,2,314,231,2010,Glen Eira City Council
Bentleigh East,4,h,1110000,13.9,4,2,2,583,176,1960,Glen Eira City Council
Bentleigh East,4,h,1690000,13.9,4,2,2,700,165,1950,Glen Eira City Council
Bentleigh East,3,u,791000,13.9,3,3,1,391,122,1950,Glen Eira City Council
Bentleigh East,3,h,900000,13.9,3,1,3,780,140,1940,Glen Eira City Council
Bentleigh East,3,t,970000,13.9,3,2,2,267,156,2000,Glen Eira City Council
Bentleigh East,3,h,823000,13.9,3,2,2,213,143,2003,Glen Eira City Council
Bentleigh East,4,t,1045000,13.9,4,2,1,316,190,2010,Glen Eira City Council
Bentleigh East,2,u,655000,13.9,2,1,1,154,80,2000,Glen Eira City Council
Bentleigh East,5,h,1550000,13.9,5,3,2,623,257,1950,Glen Eira City Council
Bentleigh East,3,h,835000,13.9,3,1,1,250,105,1980,Glen Eira City Council
Bentleigh East,4,t,1465000,13.9,3,2,2,319,256,2015,Glen Eira City Council
Bentleigh East,3,h,910000,13.9,3,1,1,587,96,1950,Glen Eira City Council
Bentleigh East,3,u,920000,13.9,3,2,1,388,123,2007,Glen Eira City Council
Bentleigh East,3,t,935000,13.9,3,2,2,230,160,2012,Glen Eira City Council
Bentleigh East,3,h,977000,13.9,3,1,2,543,163,1970,Glen Eira City Council
Bentleigh East,3,h,1352000,13.9,3,1,2,686,122,1950,Glen Eira City Council
Bentleigh East,4,h,1115000,13.9,4,2,2,575,160,1960,Glen Eira City Council
Bentleigh East,3,h,1197000,13.9,3,1,2,692,147,1949,Glen Eira City Council
Bentleigh East,2,u,485000,13.9,2,2,2,0,83,2011,Glen Eira City Council
Bentleigh East,4,h,1365000,13.9,4,1,1,582,151,1960,Glen Eira City Council
Bentleigh East,4,h,1698888,13.9,4,2,2,598,337,2006,Glen Eira City Council
Bentleigh East,3,t,965000,13.9,3,2,1,283,28,2010,Glen Eira City Council
Bentleigh East,3,u,870000,13.9,3,2,2,365,150,2011,Glen Eira City Council
Bentleigh East,3,h,1161000,13.9,3,2,3,629,168,1950,Glen Eira City Council
Bentleigh East,3,h,1266000,13.9,3,1,3,676,146,1970,Glen Eira City Council
Bentleigh East,3,t,700000,13.9,3,2,2,194,200,2008,Glen Eira City Council
Bentleigh East,4,t,1325000,13.9,4,4,2,363,265,2012,Glen Eira City Council
Bentleigh East,3,u,770000,13.9,3,2,1,281,132,2005,Glen Eira City Council
Bentleigh East,1,u,380000,13.9,1,1,1,0,99,1970,Glen Eira City Council
Bentleigh East,4,h,1175000,13.9,4,2,2,620,158,1980,Glen Eira City Council
Bentleigh East,3,h,1200000,13.9,3,1,1,640,120,1960,Glen Eira City Council
Bentleigh East,4,h,1370000,13.9,4,1,2,684,196,1970,Glen Eira City Council
Bentleigh East,4,h,1433500,13.9,4,1,1,725,186,1950,Glen Eira City Council
Bentleigh East,3,t,860000,13.9,3,2,1,210,131,2005,Glen Eira City Council
Bentleigh East,2,u,715000,13.9,2,1,1,194,114,1995,Glen Eira City Council
Bentleigh East,2,h,710000,13.9,2,1,1,0,115,1950,Glen Eira City Council
Bentleigh East,5,h,1550000,13.9,5,3,2,583,296,2007,Glen Eira City Council
Bentleigh East,3,u,790000,13.9,3,1,2,406,100,1996,Glen Eira City Council
Bentleigh East,3,h,1020000,13.9,3,1,2,596,144,1960,Glen Eira City Council
Bentleigh East,3,h,886000,13.9,3,2,1,185,122,2012,Glen Eira City Council
Bentleigh East,4,h,1015000,13.9,4,2,3,625,198,1997,Glen Eira City Council
Bentleigh East,4,h,1255000,13.9,4,2,2,610,167,1950,Glen Eira City Council
Bentleigh East,3,h,1320000,13.9,3,1,1,593,94,1950,Glen Eira City Council
Bentleigh East,3,h,870000,13.9,3,2,1,326,133,1950,Glen Eira City Council
Bentleigh East,4,h,1472500,13.9,4,2,2,592,219,2013,Glen Eira City Council
Bentleigh East,2,h,640000,13.9,2,2,2,298,118,2005,Glen Eira City Council
Box Hill,4,h,1620000,13.1,4,2,2,697,255,1940,Whitehorse City Council
Box Hill,2,u,645000,13.1,2,1,1,140,81,1965,Whitehorse City Council
Box Hill,4,h,1560000,13.1,3,2,3,729,167,1905,Whitehorse City Council
Box Hill,3,h,1715000,13.1,3,2,2,458,170,1950,Whitehorse City Council
Box Hill,3,h,1200000,13.1,3,1,2,550,110,1950,Whitehorse City Council
Box Hill,3,h,1760000,13.1,3,1,0,741,151,1910,Whitehorse City Council
Box Hill,3,h,948000,13.1,3,1,2,384,108,1950,Whitehorse City Council
Box Hill,2,u,465000,13.1,2,2,1,0,65,2010,Whitehorse City Council
Box Hill,4,t,975000,13.1,4,2,2,299,158,2008,Whitehorse City Council
Box Hill,3,h,1325000,13.1,3,1,1,702,134,1950,Whitehorse City Council
Box Hill,3,t,750000,13.1,3,2,1,150,3,2000,Whitehorse City Council
Box Hill,3,h,1400000,13.1,3,2,1,643,159,1940,Whitehorse City Council
Box Hill,3,h,1500000,13.1,3,1,2,664,106,1930,Whitehorse City Council
Box Hill,4,h,1600000,13.1,4,2,1,692,195,1890,Whitehorse City Council
Box Hill,4,h,1461400,13.1,3,2,2,780,235,1927,Whitehorse City Council
Box Hill,3,u,775000,13.1,3,1,1,211,108,1980,Whitehorse City Council
Box Hill,4,h,1670000,13.1,4,4,4,707,162,1926,Whitehorse City Council
Box Hill,3,h,4000000,13.1,3,1,2,763,120,1945,Whitehorse City Council
Box Hill,3,h,928000,13.1,3,1,1,307,106,1890,Whitehorse City Council
Box Hill,2,u,636000,13.1,2,1,1,151,82,1970,Whitehorse City Council
Box Hill,3,h,1170000,13.1,3,1,1,755,95,1920,Whitehorse City Council
Box Hill,4,h,1670000,13.1,4,2,2,590,231,1924,Whitehorse City Council
Box Hill,3,h,857000,13.1,4,1,1,492,119,1930,Whitehorse City Council
Box Hill,3,t,822500,13.1,3,2,1,238,130,2000,Whitehorse City Council
Braybrook,2,h,645000,10.8,2,1,1,566,75,1950,Maribyrnong City Council
Braybrook,3,t,502000,10.8,3,1,1,220,106,2011,Maribyrnong City Council
Braybrook,3,u,495000,10.8,3,2,1,327,124,2006,Maribyrnong City Council
Braybrook,2,h,868000,10.8,2,1,4,749,77,1950,Maribyrnong City Council
Braybrook,4,h,645000,10.8,4,2,1,283,154,1990,Maribyrnong City Council
Braybrook,3,h,652000,10.8,3,2,1,216,145,2010,Maribyrnong City Council
Braybrook,4,h,850000,10.8,4,2,2,606,240,2002,Maribyrnong City Council
Braybrook,3,h,575000,10.8,3,1,3,559,98,1955,Maribyrnong City Council
Braybrook,4,h,882000,10.8,4,2,2,393,216,2008,Maribyrnong City Council
Braybrook,3,h,730000,10.8,3,2,2,544,135,1970,Maribyrnong City Council
Braybrook,4,h,610000,10.8,4,2,1,283,154,1990,Maribyrnong City Council
Braybrook,3,h,696000,10.8,3,1,0,557,90,1960,Maribyrnong City Council
Braybrook,3,t,579000,10.8,3,2,1,198,144,2013,Maribyrnong City Council
Braybrook,3,h,765000,10.8,3,1,1,658,105,1960,Maribyrnong City Council
Braybrook,2,t,475000,10.8,2,1,1,115,104,1980,Maribyrnong City Council
Braybrook,4,h,550000,10.8,4,2,1,288,160,2000,Maribyrnong City Council
Braybrook,3,h,495000,10.8,3,1,1,158,138,2005,Maribyrnong City Council
Braybrook,3,h,565000,10.8,3,2,1,566,78,1970,Maribyrnong City Council
Brighton,3,h,1635000,11.2,3,1,2,366,156,1920,Bayside City Council
Brighton,4,h,3695000,11.2,4,3,2,836,284,1960,Bayside City Council
Brighton,2,u,536000,11.2,2,1,2,0,70,1970,Bayside City Council
Brighton,4,h,3700000,11.2,4,3,2,742,247,1900,Bayside City Council
Brighton,3,h,1975000,11.2,3,1,2,432,122,1930,Bayside City Council
Brighton,3,h,1390000,11.2,3,1,2,340,137,1975,Bayside City Council
Brighton,4,h,2905000,11.2,4,3,1,487,260,1905,Bayside City Council
Brighton,2,u,1300000,11.2,2,2,2,329,132,1940,Bayside City Council
Brighton,3,t,1725000,11.2,3,2,2,411,225,1997,Bayside City Council
Brighton,3,h,2100000,11.2,3,2,2,463,209,1970,Bayside City Council
Brighton,2,u,800000,11.2,2,1,1,90,74,1960,Bayside City Council
Brighton,4,h,1761000,11.2,4,2,3,615,135,1920,Bayside City Council
Brighton,3,h,1302500,11.2,3,2,2,0,171,1993,Bayside City Council
Brighton,5,h,2750000,11.2,4,3,1,509,341,2005,Bayside City Council
Brighton,2,u,892500,11.2,2,1,2,232,92,1970,Bayside City Council
Brighton,4,h,2145000,11.2,3,2,1,550,197,1910,Bayside City Council
Brighton,5,h,3171000,11.2,4,2,2,710,340,2000,Bayside City Council
Brighton,2,u,620000,11.2,2,2,1,0,74,2013,Bayside City Council
Brighton,3,t,1475000,11.2,3,2,2,345,163,2000,Bayside City Council
Brighton,3,h,1650000,11.2,3,2,2,0,111,1980,Bayside City Council
Brighton,5,h,1562500,11.2,5,2,2,655,202,1925,Bayside City Council
Brighton,3,h,2050000,11.2,3,3,2,398,262,2012,Bayside City Council
Brighton,4,h,3320000,11.2,4,3,2,644,364,2000,Bayside City Council
Brighton,2,u,1100000,11.2,2,1,2,0,85,1935,Bayside City Council
Brighton,3,h,1650000,11.2,3,2,1,354,143,1910,Bayside City Council
Brighton,2,h,1570000,11.2,2,1,0,352,111,1920,Bayside City Council
Brighton,3,h,1785000,11.2,3,2,1,404,118,1953,Bayside City Council
Brighton,3,h,1875000,11.2,3,2,2,275,170,1991,Bayside City Council
Brighton,3,u,1266000,11.2,3,1,2,277,116,1950,Bayside City Council
Brighton,5,h,2730000,11.2,5,3,2,895,423,1938,Bayside City Council
Brighton,4,h,3295888,11.2,4,3,2,565,337,1990,Bayside City Council
Brighton,1,u,375000,11.2,1,1,1,0,40,1965,Bayside City Council
Brighton,2,u,756000,11.2,2,1,1,0,80,1920,Bayside City Council
Brighton,5,h,2100000,11.2,5,5,2,552,219,1920,Bayside City Council
Brighton,3,h,2375000,11.2,4,2,2,547,302,2000,Bayside City Council
Brighton,3,h,1385000,11.2,3,1,2,426,120,1935,Bayside City Council
Brighton,2,u,858000,11.2,2,1,1,107,75,1950,Bayside City Council
Brighton,4,h,2800000,11.2,4,2,4,569,229,1910,Bayside City Council
Brighton,5,h,3700000,11.2,4,3,4,1572,305,1890,Bayside City Council
Brighton,4,h,2475000,11.2,4,2,2,605,274,1920,Bayside City Council
Brighton,4,h,2700000,11.2,4,2,2,732,333,1925,Bayside City Council
Brighton,4,h,3900000,11.2,4,2,2,842,311,1990,Bayside City Council
Brighton,2,u,610000,11.2,2,1,1,0,75,2005,Bayside City Council
Brighton,2,h,1532000,11.2,2,1,2,411,165,1910,Bayside City Council
Brighton,2,t,1037000,11.2,2,1,2,125,2,2009,Bayside City Council
Brighton,4,h,3050000,11.2,4,4,2,578,319,1995,Bayside City Council
Brighton,4,t,1630000,11.2,4,2,2,432,196,2000,Bayside City Council
Brighton,4,h,2640000,11.2,4,2,2,848,246,1975,Bayside City Council
Brighton,1,u,671000,11.2,1,1,1,70,74,1980,Bayside City Council
Brighton,4,t,2250000,11.2,4,2,2,230,281,2012,Bayside City Council
Brighton,3,h,2900000,11.2,3,1,1,659,161,1942,Bayside City Council
Brighton,4,h,2405000,11.2,4,1,2,695,142,1970,Bayside City Council
Brighton,3,u,1352500,11.2,2,2,1,280,110,1993,Bayside City Council
Brighton,5,h,3105000,11.2,4,2,2,1045,304,1930,Bayside City Council
Brighton,4,h,1500000,11.2,3,2,1,549,195,1990,Bayside City Council
Brighton East,4,h,1940000,10.7,4,2,2,682,240,1960,Bayside City Council
Brighton East,4,h,1850000,10.7,4,2,2,617,268,1940,Bayside City Council
Brighton East,3,h,930000,10.7,3,1,1,329,117,1930,Bayside City Council
Brighton East,4,h,1310000,10.7,4,3,2,618,213,2008,Bayside City Council
Brighton East,4,h,2504000,10.7,4,2,2,674,183,1950,Bayside City Council
Brighton East,2,h,1445000,10.7,2,1,1,649,126,1940,Bayside City Council
Brighton East,4,h,1825000,10.7,4,3,2,594,594,1973,Bayside City Council
Brighton East,5,h,1700000,10.7,4,2,1,994,274,1935,Bayside City Council
Brighton East,5,h,1400000,10.7,4,3,4,824,235,1930,Bayside City Council
Brighton East,3,h,1500000,10.7,3,2,2,315,228,2000,Bayside City Council
Brighton East,3,h,1400000,10.7,3,1,3,613,182,1950,Bayside City Council
Brighton East,5,h,1600000,10.7,5,2,2,616,245,1945,Bayside City Council
Brighton East,2,h,1780000,10.7,4,3,2,635,119,1935,Bayside City Council
Brighton East,5,h,1200000,10.7,5,2,5,775,270,1920,Bayside City Council
Brighton East,2,u,775000,10.7,2,1,1,112,90,1960,Bayside City Council
Brighton East,3,h,1480000,10.7,3,2,2,697,143,1925,Bayside City Council
Brighton East,3,h,1590000,10.7,3,3,2,481,244,2012,Bayside City Council
Brighton East,4,h,2840000,10.7,5,2,2,999,274,1972,Bayside City Council
